Дата;ТС;ДтЛ;ДтЕ;ДтЗ;95;92;80
26.07.2013;36875;38403;0;0;38938;37778;34237
29.07.2013;37443;38522;0;0;0;37778;34237
30.07.2013;38043;38687;0;0;42055;38117;34237
31.07.2013;38140;38382;0;0;40247;39248;34337
01.08.2013;37765;37982;0;0;0;39438;34887
02.08.2013;39075;37982;0;0;0;39438;34888
05.08.2013;39075;37982;0;0;0;39437;34887
06.08.2013;39355;37982;0;0;42755;39737;0
07.08.2013;39075;37982;0;0;0;40087;34887
08.08.2013;39365;38334;0;0;0;40865;34887
09.08.2013;40490;38382;0;0;0;40107;34887
12.08.2013;40972;38382;0;0;45655;40137;0
13.08.2013;39265;38382;0;0;45055;40137;0
14.08.2013;39265;38382;0;0;40737;40137;34887
15.08.2013;39140;38382;0;0;44655;40137;34887
16.08.2013;39065;38382;0;0;41537;42055;0
19.08.2013;38865;38382;0;0;41537;39737;0
20.08.2013;39190;38382;0;0;44668;39737;0
21.08.2013;38265;38388;0;0;45012;39737;34337
22.08.2013;38165;38715;0;0;45098;39737;0
23.08.2013;38165;38903;0;0;42068;39839;0
26.08.2013;38165;38782;0;0;0;40144;34337
27.08.2013;38466;38827;0;0;42408;40238;34337
28.08.2013;38641;38894;0;0;42737;39737;0
29.08.2013;41240;39113;0;0;42807;42405;0
30.08.2013;41340;39122;0;0;47198;42570;34337
02.09.2013;39065;39103;0;0;0;39737;34337
03.09.2013;39065;39103;0;0;46555;39737;0
04.09.2013;39366;39103;0;0;42807;39737;0
05.09.2013;39565;39103;0;0;46555;39737;38399
06.09.2013;42190;39103;0;0;42838;39737;38899
09.09.2013;42190;39103;0;0;46555;39842;39399
10.09.2013;42303;39105;0;0;46716;39988;39599
11.09.2013;40865;38903;0;0;42837;40217;39599
12.09.2013;41515;38903;0;0;46455;40227;39699
13.09.2013;41515;38482;0;0;42837;40248;35037
16.09.2013;41515;37982;0;0;46455;40287;35037
17.09.2013;43140;37982;0;0;42837;42655;35137
18.09.2013;41515;38003;0;0;42837;40287;34937
19.09.2013;41515;38003;0;0;42837;40137;34937
20.09.2013;43540;38109;0;0;45899;41355;34837
23.09.2013;41515;38153;42082;0;45355;40237;40199
24.09.2013;43640;37903;0;0;45255;39737;34537
25.09.2013;43640;37703;41882;39808;46099;39537;34337
26.09.2013;41515;37403;0;42040;42637;40955;0
27.09.2013;41515;38382;0;44692;44855;39137;34237
30.09.2013;41515;37403;0;42703;0;39137;34337
01.10.2013;42590;37403;0;42403;42637;39037;34337
02.10.2013;42743;37403;0;42403;45355;39037;34337
03.10.2013;42840;37403;40490;42403;45566;38937;34395
04.10.2013;42840;37403;41196;42406;42823;38937;34493
07.10.2013;42947;37203;40982;42573;42937;38937;34587
08.10.2013;42565;36703;40482;42604;45399;38937;0
09.10.2013;42765;36303;40082;42603;42937;38937;34587
10.10.2013;43065;36103;40082;42603;45499;38987;0
11.10.2013;43740;35903;39982;42603;42937;41155;0
14.10.2013;44044;35703;39982;42603;42937;38937;0
15.10.2013;44122;35703;39782;42603;45399;39008;0
16.10.2013;44140;35303;39782;42610;42937;39107;0
17.10.2013;44140;35103;39782;42642;45499;39237;0
18.10.2013;44140;34703;39382;43132;42937;39387;0
21.10.2013;44140;34803;0;43109;45105;39455;34888
22.10.2013;44140;38860;39382;43132;42937;39455;0
23.10.2013;44140;38910;39382;43143;44655;39455;36338
24.10.2013;40227;39610;39382;43103;42937;39455;0
25.10.2013;40733;39510;39392;43203;44499;39355;37237
28.10.2013;40852;39110;39532;43203;44199;38865;37237
29.10.2013;40852;39110;39986;44732;42837;38655;36837
30.10.2013;40978;39160;40382;43554;42737;38655;36737
31.10.2013;40978;39210;40382;43563;44255;38655;0
01.11.2013;41327;39210;40382;44326;44255;38655;36237
05.11.2013;41327;39210;0;44323;44255;38655;36237
06.11.2013;41327;39260;40382;44323;42537;38655;36237
07.11.2013;44540;39310;40382;44323;42537;38655;39399
08.11.2013;44562;38710;40382;44323;42537;38655;36237
11.11.2013;44642;38910;39782;44403;42739;38655;36237
12.11.2013;44892;38910;38982;44606;42737;38655;39700
13.11.2013;44840;38910;38782;44603;42742;38655;35737
14.11.2013;44956;39010;38782;44603;42999;38655;35737
15.11.2013;44988;37910;38682;44603;43299;38355;35237
18.11.2013;41427;37510;38282;0;42838;38355;35237
19.11.2013;41427;37510;37782;45282;42799;38155;38399
20.11.2013;41528;37860;37482;43903;42699;38137;34937
21.11.2013;41528;37610;37482;43903;42599;37355;34737
22.11.2013;41528;37610;37482;43703;42114;37355;36999
25.11.2013;41529;37710;37482;43703;41555;36855;36999
26.11.2013;41529;37710;37482;43903;41499;36355;34737
27.11.2013;41529;37810;37482;44063;40710;36355;36799
28.11.2013;41628;37810;37482;44003;40755;35855;36799
29.11.2013;41628;37813;37482;44003;40355;35855;34537
02.12.2013;40350;34109;37482;44003;39667;34667;36999
03.12.2013;40975;34109;37482;44003;39667;34667;36999
04.12.2013;41751;34109;37650;44003;39667;34700;34037
05.12.2013;41837;34109;37682;44003;39705;35048;34037
06.12.2013;41978;34109;37682;44111;39767;35567;34037
09.12.2013;45140;34109;37682;36082;40255;36255;37199
10.12.2013;42029;34109;37693;44153;39667;35167;37199
11.12.2013;41670;34109;37732;43882;39667;35167;37199
12.12.2013;42088;34109;37732;43109;39667;35167;36899
13.12.2013;42088;34109;37732;42609;39667;35167;34037
16.12.2013;41450;34109;0;42309;39667;35167;33737
17.12.2013;40350;34109;37732;41782;39467;35167;33737
18.12.2013;40451;34109;37732;41782;39467;35167;36499
19.12.2013;40505;34109;37482;41782;40355;35167;33737
20.12.2013;40511;34109;37482;41282;38667;35167;36499
23.12.2013;40150;34109;37482;41182;38867;35167;33737
24.12.2013;39750;34159;37482;40882;38867;35172;33737
25.12.2013;39250;34209;37482;41182;38867;35404;33737
26.12.2013;39150;34209;37482;41109;38867;35167;36599
27.12.2013;39150;34209;37482;41109;38867;35167;36499
13.01.2014;41970;36010;37482;41832;39555;36055;33437
14.01.2014;40427;36110;37482;42103;39555;36537;33437
15.01.2014;39927;36710;37484;42103;39705;36887;33437
16.01.2014;39927;36910;37632;42103;39705;37038;33437
17.01.2014;38877;38010;37632;42882;39855;37187;33437
20.01.2014;38877;37510;37932;41703;40160;37971;33437
21.01.2014;38877;37510;38083;42882;40337;37837;33537
22.01.2014;38227;37910;38082;40703;40447;38287;33537
23.01.2014;38227;36710;0;40703;40487;38637;38049
24.01.2014;37627;36960;37782;40703;40487;38399;33887
27.01.2014;41365;36510;37782;40703;40399;38355;34237
28.01.2014;42440;36710;37782;40703;40399;38637;34477
29.01.2014;41666;36810;37902;40703;40587;38637;34863
30.01.2014;38432;37010;37982;40703;40855;38637;34857
31.01.2014;40040;37513;38244;41059;40855;38637;34867
03.02.2014;38432;37710;38383;41063;40746;38910;34867
04.02.2014;38432;38810;38992;41063;41205;38907;34867
05.02.2014;38432;38010;39088;41063;41465;39537;34937
06.02.2014;39590;38010;39107;40803;41097;39607;35637
07.02.2014;38432;38210;39107;40803;41649;39607;36359
10.02.2014;38640;38210;39107;40403;41655;39607;0
11.02.2014;37540;38210;39131;40403;41097;39609;0
12.02.2014;37040;38210;39232;40882;41756;39611;0
13.02.2014;37140;38410;39232;40203;41755;40155;0
14.02.2014;37240;38560;39232;40382;41755;40205;35037
17.02.2014;37440;39310;39334;40082;42010;40325;35037
18.02.2014;37540;39510;39786;40082;41787;40665;35037
19.02.2014;37540;39510;39884;40182;42399;41137;35037
20.02.2014;37040;39460;39882;40282;42587;41337;35337
21.02.2014;37140;39110;39991;40282;42699;41455;35337
24.02.2014;37040;38610;39682;40282;42549;41155;35337
25.02.2014;36940;39210;39582;39703;42005;41265;35737
26.02.2014;36040;39460;39582;39403;42005;41355;35737
27.02.2014;35840;39910;39582;39403;42155;41405;0
28.02.2014;35740;39203;39582;39403;42255;41462;0
03.03.2014;35241;40110;40143;39403;42655;41767;35737
04.03.2014;35240;39603;40142;39603;43155;41855;35737
05.03.2014;35140;40360;40182;39803;43155;42387;0
06.03.2014;34990;40310;40182;40282;43155;42387;35737
07.03.2014;34740;39970;39982;39703;43555;42405;0
11.03.2014;34740;39960;39782;39703;43555;42405;35437
12.03.2014;34427;39960;39782;39703;43555;42449;0
13.03.2014;33927;40310;39682;39703;43699;42305;35437
14.03.2014;33927;40510;39882;39582;43155;42155;0
17.03.2014;35740;39911;39682;39682;42999;41855;35437
18.03.2014;34127;39310;39582;39603;43000;41355;0
19.03.2014;36240;39310;39482;39603;42999;41355;0
20.03.2014;34227;39510;39582;39703;42655;41356;0
21.03.2014;34539;39610;39582;0;42555;41605;0
24.03.2014;34540;39710;39682;39882;42655;41855;0
25.03.2014;33651;39509;39732;40382;42967;42167;0
26.03.2014;33651;39609;39982;41142;42599;41467;40399
27.03.2014;33350;39660;40232;0;42155;41717;41099
28.03.2014;33050;40009;40282;0;42255;41967;40699
31.03.2014;32750;40009;40432;0;42255;42105;40699
01.04.2014;32750;40224;40682;0;42455;42167;40699
02.04.2014;32750;40509;40782;0;42605;41967;0
03.04.2014;32951;40810;40942;0;42605;42067;40399
04.04.2014;33201;40830;40982;0;42667;42217;40399
07.04.2014;33560;40810;40882;0;42867;42227;0
08.04.2014;33560;40882;0;0;43067;42327;0
09.04.2014;33721;40982;0;0;43327;42337;39899
10.04.2014;33900;40982;0;0;42967;42337;39999
11.04.2014;33627;40709;0;0;42617;41817;40099
14.04.2014;33277;40409;0;0;42467;41717;40299
15.04.2014;32927;39809;0;0;42467;41655;40699
16.04.2014;32427;39614;0;0;42567;41167;40699
17.04.2014;31950;39909;0;0;42467;41184;40999
18.04.2014;31800;39909;0;0;42467;41267;40999
21.04.2014;31351;39959;0;0;43099;41255;40899
22.04.2014;31351;40009;0;0;42067;41217;40399
23.04.2014;31351;40109;0;0;41867;41017;40399
24.04.2014;31351;39609;0;0;41867;40667;38537
25.04.2014;31350;39609;0;0;41667;40567;40499
28.04.2014;31350;39609;0;0;41667;40567;40199
29.04.2014;31350;39759;0;0;41767;40567;39999
30.04.2014;31350;39709;0;0;41867;40717;39799
05.05.2014;31350;39709;0;0;41967;40767;37137
06.05.2014;31477;39709;0;0;42167;41042;39799
07.05.2014;31478;39709;0;0;42267;41217;39799
08.05.2014;31577;39709;0;0;42367;41267;37137
12.05.2014;31577;39809;0;0;42467;41557;39799
13.05.2014;31627;39809;0;0;42517;41667;39899
14.05.2014;31987;39819;0;0;42867;41967;37137
15.05.2014;32828;40409;0;0;42667;41767;40099
16.05.2014;33527;40303;0;0;42667;41917;37137
19.05.2014;33627;40559;0;0;42317;41467;39399
20.05.2014;33627;40609;0;0;42317;41367;39699
21.05.2014;33632;40603;0;0;42367;41467;39699
22.05.2014;33634;40703;0;0;42427;41734;39899
23.05.2014;34046;40703;0;0;42567;41867;39899
26.05.2014;34046;40904;0;0;42667;42017;37137
27.05.2014;34046;40903;0;0;42767;42117;39899
28.05.2014;34650;40203;0;0;42767;42117;37137
29.05.2014;34950;40213;0;0;42867;42117;40099
30.05.2014;34950;40808;0;0;43067;42117;37137
02.06.2014;34383;40503;0;0;43167;42137;39899
03.06.2014;34950;40803;0;0;43337;42167;39899
04.06.2014;35007;40803;0;0;43337;42167;36937
05.06.2014;35221;40803;0;0;43337;42167;40099
06.06.2014;35257;40813;0;0;43337;42337;40199
09.06.2014;35750;40803;0;0;43167;42067;40399
10.06.2014;36150;40803;0;0;43067;42067;40399
11.06.2014;36250;40609;0;0;43167;42167;40399
16.06.2014;36250;40903;0;0;43367;42371;36837
17.06.2014;36625;41238;0;0;43867;43288;40399
18.06.2014;37151;41343;0;0;44167;43477;36837
19.06.2014;38740;41413;0;0;44167;43537;41099
20.06.2014;39100;40953;0;0;45769;43857;41899
23.06.2014;39640;41603;0;0;44437;43857;41899
24.06.2014;40166;41763;0;0;46067;43988;42399
25.06.2014;40650;41753;0;0;44337;44037;42399
26.06.2014;37277;41653;0;0;44337;44037;42499
27.06.2014;40640;41603;0;0;44337;43337;37237
30.06.2014;38627;41603;0;0;44867;43337;41699
01.07.2014;38627;41603;0;0;44437;43377;41899
02.07.2014;38627;41703;0;0;45667;43587;41999
03.07.2014;39080;41703;0;0;44437;43587;42199
04.07.2014;39107;41753;0;0;46167;43487;37237
07.07.2014;39347;41917;0;0;44437;43487;42299
08.07.2014;39453;41903;0;0;46767;43719;42299
09.07.2014;39947;41923;0;0;46767;43717;42399
10.07.2014;39451;41963;0;0;47568;43717;42799
11.07.2014;39450;42009;0;0;44437;44064;42799
14.07.2014;39450;41109;0;0;44687;44057;37237
15.07.2014;39250;41109;0;0;46567;43587;42799
16.07.2014;39350;41239;0;0;44688;43587;42799
17.07.2014;39350;41259;0;0;46567;43693;42899
18.07.2014;39150;41259;0;0;44687;43889;42899
21.07.2014;39350;41110;0;0;46667;44087;42699
22.07.2014;39350;41010;0;0;44692;44087;42699
23.07.2014;39750;41015;0;0;47027;44087;42699
24.07.2014;39550;40609;0;0;44839;44087;42899
25.07.2014;39450;40009;0;0;47117;44337;43099
28.07.2014;39250;40009;0;0;45527;44437;43299
29.07.2014;38950;40009;0;0;47567;44587;43199
30.07.2014;38450;39509;0;0;47567;44587;42999
31.07.2014;38600;39509;0;0;45637;44587;42899
01.08.2014;38800;39519;0;0;47567;45238;37507
04.08.2014;38850;39599;0;0;47567;45489;42799
05.08.2014;38800;39309;0;0;47138;45787;38937
06.08.2014;38800;38809;0;0;47067;45837;42917
07.08.2014;38550;38309;0;0;47067;45992;39837
08.08.2014;38300;37909;0;0;47787;46537;43270
11.08.2014;41240;37709;0;0;47967;46837;39837
12.08.2014;37750;37709;0;0;47967;47087;43499
13.08.2014;37350;37709;0;0;48167;46869;41637
14.08.2014;36750;37909;0;0;48217;46267;43299
15.08.2014;36350;37709;0;0;48247;46446;43199
18.08.2014;35950;37709;0;0;48227;46467;41537
19.08.2014;35750;37809;0;0;48237;46907;43102
20.08.2014;35750;37909;0;0;48237;46967;42999
21.08.2014;35950;37809;0;0;48318;47137;41537
22.08.2014;35950;37509;0;0;49299;47517;41537
25.08.2014;36000;37509;0;0;49499;48017;41537
26.08.2014;36627;37609;0;0;48538;47787;41237
27.08.2014;37057;37831;0;0;49499;48017;41237
28.08.2014;37328;38009;0;0;49604;48367;41337
29.08.2014;38027;38164;0;0;48537;47787;41337
01.09.2014;38149;38309;0;0;49199;48199;41337
02.09.2014;38609;38469;0;0;48537;48199;41387
03.09.2014;38629;38845;0;0;48999;48211;42703
04.09.2014;38629;38932;0;0;49200;48377;41387
05.09.2014;38629;39059;0;0;48537;48237;41137
08.09.2014;38629;39220;0;0;48540;48067;41137
09.09.2014;38127;39109;0;0;48788;48067;41137
10.09.2014;38250;38609;0;0;48317;47910;41239
11.09.2014;37527;38009;0;0;48367;47799;41487
12.09.2014;37527;37709;0;0;47867;47599;41487
15.09.2014;37027;37709;0;0;47867;47799;43609
16.09.2014;36950;37759;0;0;48167;47910;41517
17.09.2014;36600;37759;0;0;48167;47737;41517
18.09.2014;36450;37409;0;0;48167;47737;41587
19.09.2014;36680;36809;0;0;48172;47941;41602
22.09.2014;37150;36209;0;0;48399;48207;41602
23.09.2014;37050;35809;0;0;48500;47937;41597
24.09.2014;37050;35809;0;0;48499;47799;41617
25.09.2014;37250;35409;0;0;48707;47937;41987
26.09.2014;37430;35429;0;0;49299;48261;41987
29.09.2014;37950;35609;0;0;49654;47937;41987
30.09.2014;38777;35609;0;0;49649;48088;41987
01.10.2014;38938;35609;0;42519;50000;48244;41987
02.10.2014;39028;35659;0;42903;50511;48387;41987
03.10.2014;39317;35659;0;43106;50599;48537;42387
06.10.2014;39065;35659;0;43403;51450;48537;42387
07.10.2014;38465;35659;0;43573;51399;48707;42388
08.10.2014;37865;35659;0;43573;51500;48657;42387
09.10.2014;37965;35659;0;43603;51700;48737;42737
10.10.2014;38050;36029;0;43603;51799;48837;42837
13.10.2014;38050;36109;0;43603;51800;49107;42837
14.10.2014;38153;36117;0;43608;52277;49147;43247
15.10.2014;38200;36200;0;43813;52249;48737;43247
16.10.2014;37977;36239;0;43833;52149;48737;43247
17.10.2014;37815;36239;0;44203;52049;48737;45651
20.10.2014;37815;36239;0;44203;51949;47738;43247
21.10.2014;37865;36300;0;44203;52060;47737;45769
22.10.2014;37950;36769;0;44356;51999;47844;45669
23.10.2014;37550;37603;0;44009;51399;47995;45099
24.10.2014;36950;37881;0;43509;49268;47987;42737
27.10.2014;36727;37953;0;43009;49937;47987;42737
28.10.2014;36450;38105;0;43009;51468;48037;42737
29.10.2014;36450;38210;40252;43159;51167;46737;44899
30.10.2014;36250;37810;40652;43740;50367;46938;42937
31.10.2014;35950;37810;40652;43959;50367;46940;44805
05.11.2014;35950;37960;38909;43713;50375;46737;44850
06.11.2014;36050;38011;38009;43609;50418;46870;44849
07.11.2014;36050;37410;37609;42909;50767;46737;45109
10.11.2014;36050;37210;37109;42909;50500;46737;42154
12.11.2014;36051;36910;36809;42989;49599;46887;42487
13.11.2014;36600;36310;35809;42999;47899;46862;44699
14.11.2014;36365;36110;35609;42959;47399;46667;43899
17.11.2014;36365;36110;35309;42509;46899;45999;42399
18.11.2014;36420;35312;35609;42509;46599;45855;42409
19.11.2014;36600;34610;35617;42409;46600;45367;42661
20.11.2014;37200;34815;36083;42409;46249;44167;43051
21.11.2014;38590;35061;36182;42403;46249;43667;43049
24.11.2014;38450;36436;0;42403;45667;43667;43506
25.11.2014;39100;35010;37682;42110;44899;43367;43549
26.11.2014;39185;35024;37883;40782;43099;42667;40952
27.11.2014;39527;35010;38082;40282;42599;41167;41047
28.11.2014;39527;34610;38109;40282;42299;40167;41137
01.12.2014;39042;34610;0;39282;41967;39567;39937
02.12.2014;39190;34812;37682;40109;42067;40120;39937
03.12.2014;39140;35210;37482;40109;43149;40267;38937
04.12.2014;39040;35310;36282;40109;43474;40271;38937
05.12.2014;39140;35510;36282;39782;43649;40325;41949
08.12.2014;39140;35310;35982;39482;43899;39667;41949
09.12.2014;39190;35314;35782;39282;44149;39267;38937
10.12.2014;39040;35210;35782;39282;43637;39267;39899
11.12.2014;39140;35410;35782;39482;43740;39272;38399
12.12.2014;39065;35510;35982;40384;44149;40270;38399
15.12.2014;38515;35810;35983;38609;42399;39568;38499
16.12.2014;37965;35910;35882;38503;41999;39355;38699
17.12.2014;37565;35714;35932;37703;41399;38855;38137
18.12.2014;37065;35710;35982;37309;40599;38367;38900
19.12.2014;37065;35810;35982;36703;40299;38399;38399
22.12.2014;37065;36026;0;36703;39967;38367;37737
23.12.2014;37065;36411;0;36703;40299;39567;39000
24.12.2014;37065;35910;0;37703;40518;40078;39149
25.12.2014;37168;35614;0;38784;40667;40317;39550
26.12.2014;37168;35610;0;38521;40787;40367;39899
12.01.2015;37140;35710;0;38509;41199;40799;38899
13.01.2015;37140;35994;35994;39514;41199;40955;38999
14.01.2015;37240;35710;36393;39509;41467;40955;39099
15.01.2015;0;36902;36902;39582;41467;41095;39199
16.01.2015;37140;36310;37672;39582;41455;41255;39299
19.01.2015;36140;35811;0;38310;41499;39399;39299
20.01.2015;36140;36010;0;38310;40399;39099;38499
21.01.2015;36240;36121;37282;37603;40399;38399;38499
22.01.2015;35590;35810;36782;37603;39499;37499;37399
23.01.2015;35150;36110;36782;38109;39499;37499;37399
26.01.2015;34750;36410;0;37923;39967;38055;37399
27.01.2015;34185;35109;0;37203;40036;38699;37600
28.01.2015;33900;35109;0;37203;39799;37899;37699
29.01.2015;34040;34709;37282;37003;39699;37899;37499
30.01.2015;33350;34309;0;36603;39667;37167;37499
02.02.2015;33105;34610;0;36303;37967;36499;36399
03.02.2015;32575;34526;0;36303;37967;36599;36399
04.02.2015;32050;35910;0;36303;38455;37299;36399
05.02.2015;32050;37210;0;36303;38167;37655;36599
06.02.2015;32150;36810;0;36303;38067;37199;37099
09.02.2015;32450;36810;0;36304;37967;37555;37499
10.02.2015;32050;37110;0;36633;37967;37599;37499
11.02.2015;31750;34660;0;36653;37867;37667;37637
12.02.2015;31275;35909;0;36653;37867;37899;37337
13.02.2015;31275;36109;0;36903;38267;37699;36899
16.02.2015;30952;36413;0;36903;38267;37667;36399
17.02.2015;30650;36769;0;36903;38267;37667;36899
18.02.2015;30550;37025;0;37254;38271;37899;36899
19.02.2015;30600;37469;0;37253;38282;38400;36899
20.02.2015;30950;38699;0;37703;38667;39167;37137
24.02.2015;31852;38709;0;37703;39367;39167;37699
25.02.2015;32150;38709;0;38003;40292;40028;37699
26.02.2015;35651;37855;40283;40642;40317;40117;38197
27.02.2015;36050;40013;41183;41276;42155;41767;38899
02.03.2015;36365;40303;42157;42059;41899;41767;38899
03.03.2015;36550;40668;42582;41853;42199;41467;38999
04.03.2015;38541;41029;42793;41853;42399;41665;39199
05.03.2015;37733;40303;42792;42610;41567;41167;37899
06.03.2015;37627;40303;42832;42403;40967;40367;38399
10.03.2015;37757;40503;0;42510;40817;40677;38399
11.03.2015;37850;40503;0;42510;40767;40677;38399
12.03.2015;37700;40509;42832;42510;41067;40877;38099
13.03.2015;37550;40718;42832;42910;41067;40467;38099
16.03.2015;37550;40859;42832;41809;41067;40467;37399
17.03.2015;37450;41234;42832;42310;40567;39667;37699
18.03.2015;36951;40109;0;41910;40567;38467;37699
19.03.2015;36950;40109;0;42110;39767;38467;37699
20.03.2015;36650;40009;0;42210;40167;38988;37699
23.03.2015;36300;40009;0;41410;40367;39467;37699
24.03.2015;35950;40430;0;41810;40377;39787;37699
25.03.2015;35950;40559;0;42110;38377;38969;37699
26.03.2015;36300;40569;0;42210;40377;39185;37699
27.03.2015;36400;40109;0;42210;41455;39467;37799
30.03.2015;36975;40109;0;42510;40417;39847;37899
31.03.2015;37200;40110;0;42710;40667;40199;37899
01.04.2015;37300;40118;0;0;40918;40347;38399
02.04.2015;35900;40159;0;0;41987;40717;38699
03.04.2015;34950;40209;0;0;42417;40817;38899
06.04.2015;35315;40109;0;0;41499;40837;38937
07.04.2015;35315;40009;0;0;41849;40455;39199
08.04.2015;35350;40009;0;0;41867;40467;39299
09.04.2015;35650;40660;0;0;41667;40237;38699
10.04.2015;35750;41016;0;0;41399;40237;37999
13.04.2015;35150;41084;0;0;41167;40237;37999
14.04.2015;34450;40782;0;0;41169;40367;37999
15.04.2015;33750;40309;0;0;41167;40117;37999
16.04.2015;34045;39909;0;0;40367;39467;37999
17.04.2015;34200;39109;0;0;39667;38667;37999
20.04.2015;35450;39109;0;0;39655;38737;37999
21.04.2015;36057;38609;0;0;39755;38737;37199
22.04.2015;36227;38109;0;0;39755;38667;37199
23.04.2015;36730;38739;0;0;39805;38807;37299
24.04.2015;35950;38159;0;0;40167;39522;37737
27.04.2015;34450;38159;0;0;39967;39537;38299
28.04.2015;33451;38180;0;40382;40655;39544;37737
